N,P,K,temperature,humidity,ph,rainfall,label
31.49,32.14,31.25,30.97,45.14,6.86,76.05,pigeonpeas
96.86,38.38,45.09,16.17,92.96,6.27,131.79,orange
86.19,50.01,59.92,29.22,61.71,6.03,64.72,pomegranate
21.77,61.72,28.63,23.07,16.71,6.6,92.86,chickpea
92.65,47.41,37.91,14.79,93.6,6.41,159.0,orange
114.47,50.75,99.02,26.57,92.31,5.91,178.7,papaya
74.91,70.97,81.03,33.44,81.5,6.51,52.26,watermelon
136.26,54.2,48.21,18.06,71.39,6.39,75.31,maize
85.97,36.4,59.78,31.49,66.16,6.36,53.36,pomegranate
80.3,48.97,54.94,30.01,61.12,6.72,168.82,mango
20.15,70.65,29.2,15.32,20.56,5.67,119.54,kidneybeans
106.02,48.2,54.14,17.42,71.19,6.83,69.57,grapes
63.17,47.4,48.83,33.41,48.98,6.51,74.36,pomegranate
62.3,43.09,59.14,6.34,88.47,6.08,166.83,apple
17.69,43.23,31.33,32.67,72.24,6.58,90.53,blackgram
88.35,54.31,46.36,26.64,81.39,6.26,235.53,coffee
29.75,36.35,31.83,34.57,56.68,6.6,61.72,mothbeans
117.87,48.46,42.42,35.93,82.79,6.59,222.48,jute
100.99,42.78,99.31,23.91,92.12,6.23,155.19,papaya
89.36,32.15,48.86,18.59,85.14,5.53,189.43,coffee
92.88,38.53,80.88,22.65,91.98,5.87,155.86,papaya
75.23,58.95,130.54,32.79,94.74,6.38,138.04,coconut
21.7,45.85,32.89,32.14,51.51,6.77,99.5,pigeonpeas
105.72,59.68,41.56,21.92,67.2,6.73,73.22,maize
99.2,44.56,43.91,31.74,56.88,7.44,191.3,mango
96.13,44.74,39.58,28.63,58.2,6.46,135.47,mango
88.15,42.97,54.8,20.29,87.15,6.14,219.31,rice
120.0,33.59,41.44,20.97,88.62,6.6,154.14,orange
97.54,56.02,61.61,26.8,62.07,6.37,106.4,cotton
101.81,40.57,91.45,22.82,92.44,5.79,169.06,papaya
93.52,56.88,30.93,20.63,68.83,6.24,71.22,maize
83.68,45.64,98.41,27.17,94.76,5.91,194.19,papaya
104.12,31.67,42.51,22.32,86.16,5.81,207.45,coffee
121.8,44.27,124.78,30.39,79.12,6.28,134.4,banana
84.87,48.3,43.0,27.07,85.47,5.99,181.61,coffee
92.62,54.11,48.24,27.79,57.79,6.25,90.75,cotton
18.27,70.88,30.78,22.86,19.19,6.56,68.28,chickpea
116.64,54.51,53.37,29.66,61.02,6.9,155.88,mango
102.55,48.25,49.2,32.02,78.52,6.83,248.99,jute
128.05,61.62,91.71,27.87,81.44,6.04,153.79,banana
110.61,45.25,45.01,21.8,82.63,6.0,196.88,rice
29.56,32.65,31.29,28.01,85.47,7.33,72.11,mungbean
90.98,71.01,90.8,30.29,79.72,6.03,45.24,watermelon
92.79,45.07,85.4,27.06,94.67,6.01,175.08,papaya
92.14,48.39,77.05,28.36,91.98,6.33,152.86,papaya
89.01,43.34,65.1,17.35,77.99,6.63,70.66,grapes
92.71,48.71,50.53,30.62,76.86,6.81,213.69,jute
22.18,42.69,26.01,28.5,85.21,7.15,81.07,mungbean
96.74,68.96,123.05,30.15,83.23,6.13,149.52,banana
69.8,45.97,55.77,33.05,55.36,6.27,69.91,pomegranate
110.88,59.82,41.7,27.71,48.71,7.38,193.57,mango
109.78,39.84,42.97,23.64,91.55,6.78,149.21,orange
83.34,41.92,49.1,31.07,50.22,6.58,70.53,pomegranate
68.09,63.78,79.68,30.42,88.89,6.75,62.72,watermelon
122.33,66.25,43.39,22.9,57.95,6.36,69.01,maize
86.69,53.15,49.34,23.4,65.71,6.19,94.35,maize
75.69,52.01,92.89,31.98,79.53,6.43,56.96,watermelon
82.65,55.54,84.58,26.29,90.87,6.32,184.04,papaya
95.88,45.72,47.11,31.36,54.3,6.11,170.42,mango
22.48,37.68,29.7,30.49,70.66,7.18,83.31,blackgram
94.51,39.27,91.51,24.74,92.82,6.04,166.35,papaya
57.14,65.1,68.36,12.28,93.4,5.65,151.2,apple
114.21,43.55,54.21,21.63,87.13,5.88,237.89,coffee
12.36,63.68,31.29,17.37,21.21,6.47,136.87,kidneybeans
113.07,46.16,69.32,22.11,69.25,7.48,89.74,grapes
102.5,40.91,45.42,30.7,54.19,6.9,148.06,mango
78.28,40.38,72.96,29.09,49.1,6.32,63.08,pomegranate
70.71,57.45,99.0,30.29,83.61,6.59,50.66,watermelon
97.64,50.97,81.04,28.59,93.96,6.07,173.41,papaya
11.99,52.8,28.17,28.38,88.1,6.92,72.86,mungbean
18.34,45.94,29.2,28.72,70.0,6.23,77.82,blackgram
78.74,43.96,85.2,33.91,91.58,6.35,33.55,muskmelon
122.37,45.05,42.27,18.31,59.06,6.23,98.38,maize
100.66,57.56,46.01,26.37,85.02,5.87,247.22,rice
55.95,55.94,72.14,16.64,93.07,5.76,155.28,apple
81.92,52.0,40.76,15.99,91.29,6.81,128.51,orange
81.45,34.35,106.37,30.7,91.49,7.5,163.59,coconut
88.19,44.17,91.88,27.55,91.96,6.64,164.78,coconut
22.21,50.82,30.24,38.12,61.43,6.79,68.24,mothbeans
126.15,63.06,62.78,25.65,59.22,6.0,91.14,cotton
18.55,52.31,22.68,21.45,18.0,7.02,79.49,chickpea
55.51,62.28,64.02,16.46,92.49,5.85,174.23,apple
16.32,55.45,39.95,25.15,84.09,6.81,79.76,mungbean
117.85,49.19,64.98,29.12,62.23,5.74,73.28,pomegranate
65.41,67.64,67.94,4.99,89.59,6.14,150.74,apple
19.61,41.57,39.34,25.64,46.27,6.43,75.3,pigeonpeas
23.78,46.24,28.02,30.28,46.45,6.81,78.31,pigeonpeas
121.61,60.23,71.16,25.96,55.37,6.51,95.06,cotton
74.37,50.97,66.46,31.84,84.34,6.66,54.6,watermelon
26.11,44.55,35.04,33.01,50.45,7.49,59.85,mothbeans
82.29,46.73,49.26,31.98,74.07,6.37,199.15,jute
30.2,44.05,30.02,28.0,49.9,6.62,78.7,pigeonpeas
73.25,40.89,112.55,32.49,91.02,6.38,150.49,coconut
77.3,50.63,36.96,28.96,53.78,6.07,122.93,mango
68.72,63.05,57.23,9.88,95.33,5.87,168.88,apple
77.25,47.44,50.96,31.41,61.68,6.52,141.39,mango
116.58,76.58,58.23,28.91,58.54,7.43,73.3,cotton
66.58,52.39,50.83,28.11,79.89,6.01,229.51,jute
21.42,52.91,36.94,19.13,22.62,6.52,116.28,kidneybeans
27.76,70.03,26.16,16.68,20.79,6.19,122.75,kidneybeans
22.6,48.1,35.18,32.8,88.16,6.8,72.06,mungbean
24.28,43.86,32.77,30.0,51.4,7.03,95.21,pigeonpeas
76.32,49.07,134.11,26.85,92.18,7.03,181.43,coconut
95.23,49.95,40.28,22.84,64.97,6.19,74.06,maize
94.6,33.99,41.02,25.71,81.74,6.12,186.63,jute
80.28,57.6,54.61,22.66,83.92,5.84,216.65,coffee
87.46,44.13,41.44,20.13,88.12,6.72,143.54,orange
20.34,50.81,35.04,21.88,17.33,6.75,64.12,chickpea
78.92,47.46,52.16,28.46,59.06,6.11,129.95,mango
83.16,46.63,97.02,32.36,81.39,6.08,44.85,watermelon
25.97,40.98,31.73,27.97,86.21,6.47,73.74,mungbean
125.44,57.0,47.31,19.47,63.23,6.56,63.72,maize
17.62,40.07,28.75,30.46,52.17,6.84,71.78,mothbeans
77.59,46.2,34.88,27.46,80.5,6.42,227.35,jute
60.97,69.81,57.64,10.23,94.09,5.79,159.63,apple
28.05,44.82,31.31,30.73,52.85,6.73,59.14,mothbeans
21.31,78.81,30.56,16.31,66.41,6.94,49.4,lentil
67.72,52.36,93.76,30.35,89.29,6.21,158.36,coconut
101.48,38.03,40.17,15.07,89.49,7.5,154.14,orange
31.98,37.76,30.61,32.44,54.61,6.83,47.98,mothbeans
112.64,55.36,39.24,21.43,95.56,6.44,131.41,orange
26.75,36.26,31.74,31.66,71.63,6.18,82.28,blackgram
122.35,64.23,61.52,28.68,54.76,6.0,94.64,cotton
111.68,48.71,55.03,34.67,65.48,6.66,75.64,pomegranate
97.29,47.52,49.18,29.11,87.84,6.31,193.49,jute
108.29,55.91,45.84,24.48,68.76,6.59,65.43,maize
71.39,49.0,48.31,31.82,60.78,6.29,62.84,pomegranate
137.51,53.94,133.62,26.12,78.88,5.96,128.28,banana
89.26,46.46,61.17,32.68,49.11,6.44,71.11,pomegranate
96.85,72.81,82.82,30.95,91.18,6.93,26.78,muskmelon
79.01,67.51,88.3,28.67,91.04,6.33,37.42,muskmelon
88.42,42.51,57.65,21.05,69.56,6.1,72.85,grapes
20.98,60.9,28.78,18.78,58.33,7.19,35.81,lentil
19.68,42.76,29.4,31.92,69.51,6.61,88.3,blackgram
25.62,58.0,32.32,21.0,17.03,7.28,74.23,chickpea
25.45,32.52,29.81,36.31,58.01,6.31,61.32,mothbeans
29.83,57.37,29.21,26.51,69.1,6.59,86.23,blackgram
82.41,43.4,108.23,29.89,84.55,6.46,54.5,watermelon
75.53,41.07,48.1,23.13,84.95,6.21,235.46,rice
15.0,48.63,29.7,22.11,15.49,6.82,81.63,chickpea
70.88,59.49,54.37,15.36,92.3,6.31,124.29,apple
88.2,44.33,56.43,31.86,55.92,6.17,173.98,mango
64.02,59.77,89.04,33.0,85.81,6.67,52.52,watermelon
81.9,63.21,78.48,29.08,86.15,6.77,44.01,watermelon
19.38,61.51,23.79,15.06,60.73,6.64,48.15,lentil
90.74,41.44,118.7,37.28,92.3,6.92,32.32,muskmelon
91.65,47.46,46.9,33.46,48.9,6.8,155.06,mango
129.49,62.21,117.28,30.61,78.52,6.34,155.47,banana
123.7,74.37,54.75,26.8,61.53,6.57,76.68,cotton
85.8,47.77,53.78,15.7,94.11,6.23,176.42,orange
123.19,52.36,113.38,31.61,83.84,5.91,149.93,banana
49.8,51.24,69.29,19.36,91.49,5.57,132.43,apple
150.56,56.91,62.86,24.23,56.75,6.22,88.32,cotton
23.17,46.5,21.19,33.91,51.84,6.86,62.62,mothbeans
123.47,49.24,36.5,19.47,63.83,6.4,94.51,maize
11.66,72.66,32.04,16.95,67.22,6.84,47.66,lentil
117.22,55.98,117.28,29.89,81.62,6.11,173.0,banana
116.68,54.51,49.96,24.18,58.37,6.13,71.64,maize
62.9,56.72,77.84,31.28,91.08,6.35,27.97,muskmelon
104.95,55.6,49.81,23.15,85.8,5.96,277.03,rice
86.89,37.0,63.73,23.35,67.25,6.6,82.67,grapes
135.74,51.66,39.99,25.46,64.37,6.02,78.06,maize
21.14,51.47,20.55,20.38,20.63,6.24,122.59,kidneybeans
80.81,51.35,33.4,24.89,85.91,5.76,255.95,rice
93.18,49.63,108.21,26.58,89.76,6.36,181.27,papaya
24.83,44.48,26.74,28.82,51.04,6.76,85.43,pigeonpeas
23.16,45.12,36.87,28.39,52.36,7.2,84.77,pigeonpeas
17.04,47.23,25.29,31.07,66.62,6.53,78.94,blackgram
94.98,45.9,43.69,29.29,58.13,5.76,113.77,mango
109.1,60.61,34.76,21.02,68.42,6.49,95.35,maize
86.67,36.56,56.68,19.62,72.18,6.61,78.68,grapes
28.65,46.62,30.71,28.18,47.15,6.86,84.23,pigeonpeas
98.43,34.52,53.13,32.99,57.75,6.05,74.1,pomegranate
73.71,42.13,126.11,30.81,92.32,7.25,153.64,coconut
24.86,66.92,38.54,17.23,65.69,6.95,53.79,lentil
33.06,30.33,21.45,28.6,52.23,6.57,86.34,pigeonpeas
68.68,70.23,118.28,28.26,81.71,6.74,51.71,watermelon
103.71,54.62,43.2,22.89,92.91,6.06,153.19,orange
90.13,45.81,97.16,22.01,92.98,5.99,164.04,papaya
34.09,54.67,30.63,26.78,41.42,6.3,81.3,pigeonpeas
115.03,45.81,144.25,28.31,81.49,6.35,147.06,banana
51.34,63.5,75.1,33.04,93.58,6.71,28.87,muskmelon
82.01,63.43,83.47,32.58,94.44,6.74,27.3,muskmelon
82.29,40.44,83.92,25.16,91.8,5.87,169.3,papaya
123.07,50.11,35.64,22.69,58.35,6.23,62.44,maize
70.28,53.29,80.98,31.97,91.11,6.62,148.82,coconut
92.32,47.05,44.57,22.86,92.69,6.6,168.17,orange
60.95,54.72,87.98,33.92,93.96,6.53,36.83,muskmelon
75.86,53.13,72.29,25.19,94.0,6.04,169.59,papaya
21.99,48.06,31.17,30.73,72.13,6.86,88.66,blackgram
91.3,57.18,69.43,19.45,69.43,6.73,66.58,grapes
93.35,31.54,90.72,25.49,90.57,6.21,174.43,papaya
111.36,40.65,70.13,23.72,67.05,6.79,82.1,cotton
97.71,36.34,97.88,31.82,89.46,6.11,174.1,papaya
24.87,31.77,26.37,30.7,83.84,6.88,87.86,mungbean
83.48,44.17,31.31,33.55,78.64,6.59,199.09,jute
16.57,44.42,24.01,27.32,69.71,7.0,95.32,blackgram
27.58,45.34,37.25,27.13,72.98,6.66,80.86,blackgram
91.94,42.96,59.16,19.91,68.13,6.6,72.65,grapes
81.29,49.76,73.99,33.84,81.71,6.36,45.22,watermelon
89.1,45.13,127.42,30.64,88.92,6.89,164.0,coconut
20.7,47.08,26.14,28.23,87.44,7.32,85.74,mungbean
60.55,64.86,92.43,31.36,83.68,6.87,48.71,watermelon
87.35,45.17,61.95,29.67,56.97,6.2,63.75,pomegranate
78.14,46.2,54.3,27.17,56.74,6.26,50.0,pomegranate
69.25,55.16,40.78,27.44,60.85,6.75,159.21,mango
87.6,44.67,51.09,30.13,62.0,6.44,133.45,mango
21.63,61.03,28.36,17.78,19.98,6.59,123.3,kidneybeans
23.15,42.71,31.33,32.39,72.39,6.8,78.48,blackgram
96.6,53.33,68.62,31.72,65.31,6.35,72.78,pomegranate
22.19,50.07,30.75,20.64,21.36,6.35,128.82,kidneybeans
25.16,39.24,29.76,31.68,69.2,7.23,84.82,blackgram
14.19,56.23,34.51,17.68,62.39,6.76,38.85,lentil
98.6,43.52,105.21,27.74,92.82,6.01,169.26,papaya
75.03,59.26,100.58,33.18,91.41,6.75,27.67,muskmelon
115.9,76.91,123.3,30.4,80.65,5.94,109.28,banana
74.4,53.66,68.34,29.64,83.38,6.6,59.79,watermelon
116.02,47.79,60.04,26.83,56.71,6.31,83.39,cotton
69.55,59.58,59.67,9.27,94.91,5.54,157.31,apple
79.34,36.08,127.99,31.45,94.29,6.29,167.77,coconut
29.61,46.42,37.11,32.09,43.2,6.98,63.43,pigeonpeas
16.38,57.39,24.53,19.7,67.02,6.96,50.91,lentil
85.8,48.88,90.04,31.27,86.08,6.8,66.19,watermelon
77.72,52.88,115.0,26.77,93.47,5.97,174.71,papaya
18.05,45.24,31.46,29.19,66.04,7.11,98.95,blackgram
14.84,50.93,29.66,31.35,70.63,7.13,73.49,blackgram
61.91,57.37,64.67,14.86,92.68,6.22,188.59,apple
67.32,56.71,110.06,24.42,85.28,6.56,56.68,watermelon
60.43,43.91,33.37,28.0,81.23,6.2,198.54,jute
115.82,71.27,63.82,26.18,58.42,6.32,85.69,cotton
51.13,44.67,54.85,13.68,91.31,6.31,151.83,apple
83.13,64.97,82.33,30.35,82.68,6.36,42.33,watermelon
79.08,42.8,39.24,22.88,80.52,5.86,233.52,rice
68.13,43.1,118.41,31.71,95.21,6.56,189.64,coconut
24.56,60.67,26.21,21.98,18.63,6.61,75.86,chickpea
15.49,31.54,39.82,29.3,69.65,6.5,87.09,blackgram
21.16,57.72,30.14,23.27,19.05,6.84,68.07,chickpea
24.65,69.84,23.83,18.7,21.86,6.03,128.18,kidneybeans
93.79,39.13,40.57,15.69,95.13,6.29,120.75,orange
70.53,55.12,58.88,10.83,93.8,5.8,152.1,apple
82.72,36.67,44.42,24.21,78.17,5.97,210.15,coffee
109.68,55.72,111.57,27.87,83.44,6.19,158.88,banana
30.04,45.42,34.18,32.94,54.3,6.58,73.8,pigeonpeas
91.57,49.87,128.04,26.82,76.73,5.97,163.87,banana
68.99,45.9,47.51,34.71,51.37,6.36,64.04,pomegranate
99.55,51.94,35.33,32.68,64.89,6.44,185.37,mango
21.94,70.14,27.12,16.15,21.35,6.19,115.06,kidneybeans
80.67,35.61,130.7,30.36,90.16,6.4,193.99,coconut
104.74,51.17,40.21,26.12,62.32,6.89,76.11,maize
19.17,65.98,28.06,20.58,14.08,6.82,95.54,chickpea
20.65,35.74,24.14,27.91,65.92,6.49,70.66,blackgram
66.65,39.62,43.49,21.48,94.23,6.65,123.98,orange
63.56,44.67,47.26,30.81,70.41,6.48,243.41,jute
37.59,36.46,35.83,34.74,53.75,6.37,78.66,pigeonpeas
63.8,57.21,92.11,28.67,87.68,6.56,67.0,watermelon
77.75,64.41,73.28,31.52,86.11,6.45,43.82,watermelon
21.14,60.62,31.38,18.28,56.15,6.9,45.37,lentil
74.55,49.27,53.94,22.3,81.25,6.09,191.57,coffee
101.1,40.68,69.16,21.91,74.14,6.12,94.43,grapes
106.67,50.31,52.11,26.89,72.63,6.27,183.95,jute
22.73,60.44,28.9,19.69,21.09,6.37,128.62,kidneybeans
107.84,42.51,50.96,25.02,59.43,6.05,172.52,mango
107.36,49.98,43.82,21.26,55.0,6.35,75.68,maize
21.0,47.52,31.59,29.41,59.41,6.56,61.59,pigeonpeas
13.18,59.27,31.6,21.89,22.12,6.49,105.08,kidneybeans
125.46,58.23,63.05,26.01,61.51,7.49,71.12,cotton
72.27,74.09,88.29,27.67,88.09,6.51,58.55,watermelon
123.47,64.51,54.52,25.95,60.18,7.03,88.34,cotton
83.92,47.43,55.69,30.21,54.59,6.6,72.19,pomegranate
83.78,54.78,121.83,28.61,81.87,6.19,188.32,banana
102.97,45.76,54.67,18.71,69.76,7.32,89.88,grapes
116.89,62.62,65.64,25.8,60.32,7.04,88.77,cotton
18.51,58.99,31.66,20.9,17.76,6.41,73.15,chickpea
16.62,46.47,31.86,32.97,68.23,6.34,99.14,blackgram
24.61,47.21,29.01,33.51,54.78,6.54,88.15,pigeonpeas
23.4,43.53,31.54,30.78,71.32,6.82,79.19,blackgram
68.78,65.41,57.47,19.1,93.13,5.99,146.35,apple
150.87,62.25,61.71,27.75,59.92,6.37,82.57,cotton
96.6,46.95,83.71,28.42,79.24,5.87,114.69,banana
79.4,42.29,42.8,25.29,90.77,6.52,166.59,orange
99.2,43.98,106.13,25.45,91.53,6.08,175.83,papaya
60.4,69.59,55.03,0.52,93.35,5.91,163.94,apple
76.87,52.43,82.04,35.84,95.19,6.51,23.28,muskmelon
21.76,74.67,31.06,19.74,18.45,5.85,148.34,kidneybeans
24.61,44.68,20.19,33.71,51.97,6.56,57.97,mothbeans
24.92,55.61,37.21,27.21,47.67,6.33,99.89,pigeonpeas
115.7,62.89,99.3,29.15,75.29,6.03,167.39,banana
19.3,67.02,32.11,19.86,20.52,5.82,127.42,kidneybeans
79.64,46.18,33.22,23.56,84.18,5.73,222.15,rice
97.09,61.9,34.77,22.87,71.38,6.1,76.43,maize
17.49,47.08,25.96,27.18,84.18,6.86,82.54,mungbean
70.12,52.82,48.79,34.76,56.91,6.1,73.32,pomegranate
127.28,60.32,51.15,25.11,58.3,6.39,68.19,cotton
16.03,69.28,24.54,21.44,21.65,6.16,134.25,kidneybeans
77.57,57.45,93.3,30.84,89.54,6.45,41.31,watermelon
86.46,41.38,45.43,28.36,56.43,6.15,144.02,mango
68.24,52.15,51.7,26.27,83.43,6.08,193.1,coffee
18.85,47.39,24.11,31.44,88.8,7.11,81.63,mungbean
17.95,47.13,33.35,29.42,67.74,6.36,80.23,blackgram
123.3,71.79,143.16,25.4,80.43,6.65,182.65,banana
92.75,46.31,121.89,30.81,92.31,5.91,183.72,coconut
31.6,52.08,29.64,31.31,50.62,6.75,91.41,pigeonpeas
83.43,41.65,52.16,18.68,71.24,6.04,74.82,grapes
29.67,44.6,22.06,28.36,50.97,7.32,74.13,pigeonpeas
74.81,69.66,82.29,34.81,84.82,6.97,51.1,watermelon
73.31,57.14,98.35,33.69,93.25,6.3,30.39,muskmelon
69.49,47.18,54.79,34.02,40.09,5.9,69.49,pomegranate
91.47,44.97,44.76,26.19,67.0,6.36,55.02,maize
68.33,39.83,125.17,28.95,95.28,6.02,177.93,coconut
98.55,46.18,42.93,25.09,85.41,5.98,223.2,rice
94.16,46.22,51.09,32.5,58.59,7.05,115.89,mango
104.52,43.48,64.57,26.11,93.47,6.46,174.72,papaya
49.26,59.01,55.01,12.1,88.11,6.46,111.39,apple
95.55,42.73,45.97,29.31,82.1,6.13,206.98,jute
138.8,63.24,63.24,25.5,53.99,6.7,72.03,cotton
104.34,42.11,40.16,17.86,90.96,6.59,171.6,orange
103.7,35.01,48.94,29.07,50.12,7.37,151.42,mango
72.89,55.08,57.2,17.34,72.1,6.66,75.55,grapes
102.0,59.11,43.06,25.26,66.07,6.3,87.63,maize
109.77,47.71,45.55,22.04,85.39,5.5,198.12,rice
20.39,57.89,26.39,22.17,17.62,6.7,94.03,chickpea
20.46,52.54,35.58,30.34,69.21,6.93,79.31,blackgram
20.68,46.25,31.11,28.36,69.52,7.2,80.39,blackgram
13.64,49.65,29.67,30.14,86.38,6.82,87.34,mungbean
73.72,52.95,75.99,32.21,94.38,6.8,23.33,muskmelon
73.13,44.17,45.59,23.4,84.2,5.95,207.54,rice
19.7,62.33,25.0,16.05,67.91,6.67,47.14,lentil
73.61,42.34,42.07,25.58,91.66,5.75,205.13,coffee
112.95,63.61,57.63,28.65,59.99,7.19,88.37,cotton
91.67,39.98,50.6,15.37,85.63,5.86,186.59,coffee
104.2,52.55,33.26,27.89,60.05,6.2,155.63,mango
103.59,37.2,38.79,21.27,85.36,6.02,213.72,rice
23.19,66.78,35.93,23.64,19.45,6.56,72.96,chickpea
21.67,43.49,29.9,28.16,60.45,6.71,50.07,mothbeans
27.54,45.35,24.38,32.98,70.12,7.2,74.45,blackgram
25.71,65.72,21.98,17.27,62.94,6.91,41.07,lentil
85.02,48.15,57.4,34.59,50.97,5.66,60.87,pomegranate
24.39,63.62,27.27,23.86,16.81,6.24,81.55,chickpea
91.55,56.99,48.3,32.02,54.63,6.5,69.46,pomegranate
26.51,77.99,30.23,17.66,59.39,7.1,54.18,lentil
19.78,76.48,26.01,23.46,19.8,7.08,64.01,chickpea
21.29,58.05,27.43,17.64,61.33,6.84,44.03,lentil
114.3,66.85,51.05,23.94,69.04,7.39,84.55,cotton
68.45,47.75,52.62,27.83,83.13,5.89,217.76,coffee
86.47,51.67,61.14,20.57,71.22,6.46,78.33,grapes
90.45,42.65,44.81,30.22,79.78,6.49,192.84,jute
94.33,40.44,49.51,29.35,59.84,6.64,141.77,mango
28.55,63.19,30.06,22.19,23.77,6.42,130.14,kidneybeans
23.0,66.07,33.62,18.75,62.58,6.74,57.02,lentil
81.17,67.46,114.81,29.96,78.91,5.95,167.54,banana
28.63,57.14,23.44,21.06,19.77,6.67,82.66,chickpea
58.78,58.29,73.49,5.63,92.03,5.98,130.33,apple
95.41,79.67,113.49,29.51,82.5,6.11,134.74,banana
93.91,39.32,96.48,27.29,92.11,6.07,175.12,papaya
78.79,71.48,90.34,34.79,93.6,6.65,27.91,muskmelon
23.77,60.11,34.69,18.8,66.38,6.41,49.07,lentil
34.84,46.71,29.12,33.39,53.7,6.4,90.93,pigeonpeas
58.87,69.04,92.99,30.04,95.96,6.63,22.87,muskmelon
76.48,48.77,53.82,27.49,80.53,6.53,202.67,jute
24.64,55.83,24.17,18.8,21.97,6.85,136.22,kidneybeans
79.94,37.38,48.36,32.61,52.38,5.57,68.03,pomegranate
96.91,49.29,41.38,24.57,92.02,6.77,155.58,orange
94.72,39.31,37.39,30.76,80.14,6.28,233.11,jute
26.13,55.01,29.54,21.84,15.89,6.79,87.09,chickpea
82.12,39.13,159.07,30.15,91.04,6.67,155.17,coconut
114.8,60.97,119.51,30.07,82.34,6.4,186.97,banana
38.25,47.6,30.49,29.76,57.45,6.73,75.82,pigeonpeas
20.22,30.0,28.71,30.94,52.47,6.95,71.19,pigeonpeas
114.41,79.09,53.44,28.12,56.84,7.09,84.42,cotton
80.31,51.44,105.66,27.41,89.34,6.5,56.99,watermelon
18.29,66.38,35.22,17.63,22.23,6.49,137.57,kidneybeans
73.15,69.69,97.71,35.77,91.36,6.47,32.4,muskmelon
113.9,52.01,62.06,25.54,53.17,7.31,91.96,cotton
80.68,52.43,64.89,17.03,66.34,6.13,76.23,grapes
68.53,47.02,102.9,29.71,83.75,6.46,55.85,watermelon
120.37,54.41,75.91,25.59,55.79,6.67,84.59,cotton
85.9,72.66,83.58,30.35,90.98,6.68,33.06,muskmelon
102.49,58.08,45.78,29.74,82.24,6.19,194.2,jute
75.51,60.48,87.65,32.62,95.03,6.71,29.53,muskmelon
148.11,59.49,61.35,25.26,53.83,6.59,88.27,cotton
109.36,51.28,67.57,25.51,57.82,6.22,71.23,pomegranate
21.71,44.68,28.62,32.34,74.75,6.61,87.09,blackgram
18.5,66.47,32.51,15.89,21.18,6.2,116.96,kidneybeans
92.18,49.64,98.47,28.19,92.47,6.12,145.18,papaya
85.01,64.08,91.4,32.17,92.62,6.68,30.24,muskmelon
103.83,45.08,35.59,28.2,54.05,6.66,108.17,mango
57.09,63.12,58.16,6.71,96.77,6.21,166.57,apple
14.41,49.05,27.71,23.42,20.0,6.68,77.12,chickpea
94.01,34.32,34.84,29.71,93.63,6.29,180.93,orange
60.22,44.5,52.16,14.96,93.45,6.07,170.57,apple
60.44,60.97,70.87,6.04,92.0,6.2,139.59,apple
100.76,68.2,104.95,31.83,82.07,6.57,136.78,banana
113.23,39.52,42.6,18.28,83.74,5.71,187.41,coffee
21.7,43.62,28.62,32.7,70.84,6.44,83.04,blackgram
84.75,36.07,56.5,31.12,58.51,5.91,67.84,pomegranate
17.17,45.62,29.22,22.19,16.29,6.09,73.59,chickpea
114.48,75.56,130.63,32.4,81.31,6.17,157.08,banana
20.38,33.6,33.44,33.27,40.08,7.29,73.56,pigeonpeas
17.55,45.92,39.33,29.35,50.59,7.48,84.25,pigeonpeas
21.2,51.86,24.58,24.31,16.69,7.04,83.29,chickpea
79.77,53.34,42.26,21.62,84.67,5.98,248.43,rice
15.14,59.98,21.86,19.75,20.55,6.37,121.94,kidneybeans
76.3,65.78,95.51,26.71,88.16,6.48,61.2,watermelon
94.36,54.86,47.52,31.06,58.37,6.97,167.94,mango
78.78,35.68,39.5,27.54,79.8,6.2,235.51,jute
10.08,75.29,26.35,16.28,57.85,7.41,41.41,lentil
60.65,68.76,53.34,12.14,89.56,6.14,140.74,apple
97.45,45.72,46.83,32.61,56.03,6.69,130.6,mango
82.56,42.9,102.52,28.28,94.75,5.87,171.15,papaya
117.57,47.69,36.8,18.67,92.74,6.64,159.97,orange
117.51,65.67,71.98,23.75,59.71,6.15,78.4,cotton
20.91,61.65,28.16,20.97,20.63,6.52,109.23,kidneybeans
88.83,47.57,77.62,31.51,58.38,6.43,77.11,pomegranate
87.12,38.83,31.73,21.25,91.75,7.08,153.89,orange
132.5,65.01,126.44,29.96,82.12,6.23,110.35,banana
50.89,59.08,62.71,13.31,95.88,6.5,158.7,apple
11.16,54.91,31.42,20.58,18.39,6.26,120.79,kidneybeans
18.7,46.74,33.18,27.0,80.71,7.06,78.35,mungbean
21.71,65.32,31.24,20.28,65.21,6.79,41.46,lentil
81.86,31.46,41.93,22.88,86.23,5.72,244.27,rice
75.0,49.96,60.47,16.47,62.79,5.67,65.9,grapes
21.01,65.09,25.47,23.05,15.03,6.46,65.99,chickpea
25.28,52.26,31.74,18.46,22.07,6.34,122.82,kidneybeans
22.23,52.27,39.43,21.68,17.78,6.65,94.22,chickpea
104.73,43.8,54.88,30.85,53.04,6.52,66.3,pomegranate
19.98,50.1,27.53,27.01,68.85,6.26,85.63,blackgram
67.06,57.69,45.15,24.87,58.96,6.97,141.0,mango
17.26,60.42,30.7,21.3,15.84,6.55,86.48,chickpea
77.76,71.92,78.78,24.32,84.45,6.47,56.11,watermelon
106.51,43.29,33.66,22.92,85.97,6.38,207.2,rice
